"cluster"
"ABCF3" 1
"ABHD12" 2
"ACO1" 2
"ACSL4" 2
"ACSM1" 3
"ACTN2" 3
"ACTR1A" 1
"ADAMTS1" 4
"ADCY5" 4
"ADGRD1" 4
"ADGRE3" 2
"ADGRG3" 2
"ADIRF" 3
"ADORA3" 2
"AES" 1
"AFG3L2" 1
"AKAP8L" 4
"ALDOB" 5
"ALOX15" 2
"ALOX5" 2
"ALOX5AP" 2
"ALPL" 2
"ALS2CL" 4
"ANKRD24" 4
"AP2B1" 1
"APCDD1" 4
"APOA1" 5
"APOC3" 5
"APOD" 2
"ARHGAP21" 4
"ARHGAP28" 6
"ARID5B" 2
"ASB15" 7
"ASB9" 6
"ASGR2" 2
"ASIC3" 7
"ATP1A1" 2
"ATP5A1" 1
"ATP5B" 1
"ATP5D" 1
"ATP5G1" 1
"ATP5G3" 1
"ATP6" 1
"BAIAP2" 4
"BDKRB2" 3
"BLMH" 2
"BMX" 2
"BNIPL" 2
"BPIFB1" 2
"BTK" 2
"C11orf53" 2
"C11orf54" 2
"C15orf65" 6
"C1orf186" 2
"C7" 2
"C9" 2
"C9orf131" 4
"CACHD1" 4
"CACNA1E" 3
"CAPG" 2
"CAPN14" 2
"CAPNS1" 1
"CAPRIN1" 1
"CARHSP1" 2
"CCDC14" 6
"CCL17" 2
"CCNL1" 6
"CCR10" 2
"CCR3" 2
"CD27" 2
"CD300LB" 2
"CDH26" 2
"CEBPE" 2
"CEP295" 6
"CHCHD10" 1
"CHCHD2" 1
"CHCHD3" 1
"CHDH" 2
"CIDEC" 3
"CISH" 2
"CLCA1" 2
"CLCA2" 2
"CLDN11" 4
"CLEC10A" 2
"CLPTM1" 1
"CNP" 2
"COL16A1" 4
"COL22A1" 6
"COL27A1" 4
"COL6A5" 2
"COL7A1" 4
"COLCA2" 2
"COLEC10" 2
"COLEC11" 2
"COX10" 2
"COX3" 1
"COX4I1" 1
"COX5A" 1
"COX5B" 1
"COX6B1" 1
"CP" 7
"CPA3" 2
"CPO" 6
"CPTP" 1
"CRLF2" 2
"CSF2RB" 2
"CSNK2B" 1
"CSPG4" 3
"CSPP1" 6
"CST3" 2
"CTSC" 2
"CUBN" 5
"CYC1" 1
"CYP11A1" 3
"CYP1B1" 7
"CYP24A1" 6
"CYP26B1" 2
"CYTB" 1
"CYTIP" 2
"DDX20" 6
"DIO2" 2
"DLAT" 1
"DNAJA3" 1
"DNAJC11" 1
"DNASE1L1" 1
"DPY19L2" 6
"DROSHA" 6
"DTX1" 7
"DUOX1" 2
"DUOX2" 2
"DUOXA1" 2
"DUOXA2" 2
"DUSP27" 3
"EAF2" 2
"ELFN2" 2
"ELL3" 7
"EMC3" 1
"EML4" 2
"ENO2" 4
"EPHA4" 2
"ETV5" 4
"EXOC1L" 4
"EXOC2" 4
"EXTL3" 2
"EYA2" 2
"FABP2" 5
"FAM135A" 6
"FAM174B" 2
"FAM208B" 6
"FAM217A" 6
"FCAMR" 7
"FCER1A" 2
"FCRLA" 7
"FFAR2" 2
"FGR" 2
"FH" 1
"FNIP2" 2
"FSD2" 6
"G6PD" 2
"GAPDH" 1
"GAPT" 2
"GAS2" 6
"GATA1" 2
"GCNT1" 2
"GCSAML" 2
"GDI2" 1
"GFI1B" 2
"GIP" 5
"GLB1" 2
"GLI1" 4
"GNA14" 6
"GNG13" 2
"GOT1" 1
"GOT2" 1
"GPCPD1" 6
"GPI" 2
"GPX2" 2
"GUSB" 2
"HADHA" 1
"HCK" 2
"HDC" 2
"HELB" 6
"HK1" 2
"HK3" 2
"HKDC1" 2
"HMG20B" 4
"HOXC6" 3
"HPGDS" 2
"HRH4" 2
"HSD17B14" 2
"HSPA12B" 4
"HSPA9" 1
"HTR1B" 2
"HTR3E" 2
"IDH3B" 1
"IFNLR1" 4
"IGFBP6" 4
"IGHM" 2
"IL13" 2
"IL17B" 3
"IL17RB" 2
"IL1RL1" 2
"IL2RA" 2
"IL5RA" 2
"IMMT" 1
"IMPG2" 6
"IRF4" 2
"ISOC2" 1
"ITGBL1" 6
"ITLN2" 2
"JCHAIN" 2
"KANK4" 2
"KCNC4" 4
"KCNS3" 2
"KIAA0930" 2
"KIAA1841" 6
"KIT" 2
"KLHL32" 2
"LIPN" 6
"LMCD1" 4
"LPAR3" 7
"LPL" 3
"LRMP" 2
"LRP8" 2
"LRRC4" 7
"MAP2" 2
"MASP2" 6
"MCP-3" 2
"MCTP1" 2
"MDH2" 1
"ME2" 2
"MGAT1" 1
"MGAT3" 2
"MGAT5" 2
"MIER2" 4
"MIXL1" 2
"MKS1" 2
"MMP16" 4
"MOB3B" 4
"MOXD1" 7
"MPC2" 2
"MRPL12" 1
"MRPS15" 2
"MS4A10" 5
"MS4A2" 2
"MSMB" 2
"MZB1" 2
"NAIF1" 6
"ND1" 1
"ND3" 1
"NDUFA10" 1
"NDUFB10" 1
"NDUFS1" 1
"NDUFS2" 1
"NDUFV1" 1
"NES" 4
"NMUR1" 2
"NOG" 3
"NONO" 1
"NOTUM" 4
"NOX5" 2
"NPLOC4" 2
"NQO1" 2
"NR0B1" 4
"NR4A2" 2
"NRK" 3
"NTRK1" 2
"OCSTAMP" 2
"OGDH" 1
"ORAI2" 2
"OXA1L" 1
"OXER1" 2
"OXT" 2
"P2RX1" 2
"PAQR8" 2
"PARP6" 6
"PDE1C" 2
"PDZK1IP1" 2
"PFKP" 2
"PGAM1" 1
"PGD" 2
"PGK1" 1
"PHB2" 1
"PIGR" 2
"PIK3CG" 2
"PIK3R5" 2
"PIK3R6" 2
"PKDCC" 4
"PKM" 2
"PLIN1" 3
"PLXNA3" 4
"POLDIP2" 1
"POLR3F" 6
"POU2AF1" 2
"POU2F3" 2
"PPARGC1B" 2
"PPIF" 2
"PPP1R1B" 2
"PPP2R2C" 2
"PPP2R5D" 1
"PRDX1" 2
"PRDX6" 1
"PROCR" 2
"PTAFR" 2
"PTCH1" 4
"PTCH2" 4
"QSOX1" 2
"RAB38" 2
"RABGAP1L" 2
"RADIL" 4
"RASGRP4" 2
"RBM5" 6
"RCAN1" 2
"RDH16" 5
"RGS13" 2
"RGS18" 2
"RPA1" 1
"RPL12" 1
"RPP40" 6
"RPS6KA6" 6
"S100G" 5
"S1PR3" 7
"SAMSN1" 2
"SARS" 2
"SDF4" 1
"SDHC" 1
"SERPINF2" 2
"SFRP1" 2
"SH2D7" 2
"SLC12A6" 4
"SLC13A2" 5
"SLC18A2" 2
"SLC23A1" 2
"SLC25A3" 1
"SLC25A6" 1
"SLC28A1" 2
"SLC28A2" 5
"SLC38A11" 2
"SLC38A4" 6
"SLC3A2" 1
"SLC6A17" 3
"SLC7A11" 2
"SMCO2" 6
"SNRNP48" 6
"SOSTDC1" 3
"SPON1" 2
"SPRY1" 4
"SPTA1" 2
"SRGN" 2
"SSC4D" 7
"ST6GALNAC1" 2
"STAP1" 2
"STX16" 6
"STXBP5" 2
"SUPT20H" 6
"TACR2" 3
"TALDO1" 2
"TBC1D30" 2
"TFF3" 2
"TH" 2
"TIA1" 6
"TKT" 2
"TLE1" 4
"TLE2" 4
"TM6SF2" 5
"TMPRSS15" 5
"TMPRSS2" 2
"TNFRSF11B" 2
"TNFRSF21" 2
"TNNT3" 6
"TOMM40" 1
"TPI1" 1
"TPSB2" 2
"TRA2A" 6
"TUBB3" 2
"TUFM" 1
"TXN" 2
"TXN2" 1
"TXNRD1" 2
"TYROBP" 2
"UCP2" 2
"UQCRC1" 1
"VDAC1" 1
"VPREB3" 2
"YTHDC1" 6
"ZBED2" 2
"ZCWPW1" 2
"ZNF182" 6
"ZNF268" 6
"ZNF311" 6
"ZNF569" 6
"ZNF692" 4
